,asr_transcript,uniqueId
1370,Quieter ,5BEzPgPKe8taG9OB-7a129450457c11e996008f19ade2128c
1371,Turn up the volume ,5BEzPgPKe8taG9OB-7b270700457b11e996008f19ade2128c
1372,Sat language the chinese ,5BEzPgPKe8taG9OB-7b555810457d11e996008f19ade2128c
1373,I couldn't hear anything turn up the volume ,5BEzPgPKe8taG9OB-7b72d5b0457e11e996008f19ade2128c
1374,Chains of the language ,5BEzPgPKe8taG9OB-7bdc9e90457f11e996008f19ade2128c
1375,Volume mute ,5BEzPgPKe8taG9OB-7bfd9b70457c11e996008f19ade2128c
1376,Turning the volume up ,5BEzPgPKe8taG9OB-7d396c40457b11e996008f19ade2128c
1377,Set language to german ,5BEzPgPKe8taG9OB-7d870520457d11e996008f19ade2128c
1378,Switch the language ,5BEzPgPKe8taG9OB-7db27000457f11e996008f19ade2128c
1379,Lowered the volume ,5BEzPgPKe8taG9OB-7db388d0457c11e996008f19ade2128c
1380,Make the music louder ,5BEzPgPKe8taG9OB-7f6043e0457b11e996008f19ade2128c
1381,Switch language ,5BEzPgPKe8taG9OB-7f96c060457f11e996008f19ade2128c
1382,Volume lower ,5BEzPgPKe8taG9OB-7fa14f10457c11e996008f19ade2128c
1383,Set language to korean ,5BEzPgPKe8taG9OB-7fb752a0457d11e996008f19ade2128c
1384,Turned down the volume ,5BEzPgPKe8taG9OB-8154c0e0457b11e996008f19ade2128c
1385,This video sound is too low turn will turn up this video sound is too low turn up the volume ,5BEzPgPKe8taG9OB-8160c770457e11e996008f19ade2128c
1386,Switch languages ,5BEzPgPKe8taG9OB-8180b610457f11e996008f19ade2128c
1387,Decrease the volume ,5BEzPgPKe8taG9OB-81b2a2e0457c11e996008f19ade2128c
1388,Set language to english ,5BEzPgPKe8taG9OB-81c439a0457d11e996008f19ade2128c
1389,Turned the volume down ,5BEzPgPKe8taG9OB-836662d0457b11e996008f19ade2128c
1390,Changed the some language ,5BEzPgPKe8taG9OB-83864a10457f11e996008f19ade2128c
1391,Decrease sound levels ,5BEzPgPKe8taG9OB-83d5d100457c11e996008f19ade2128c
1392,Set my device the chinese ,5BEzPgPKe8taG9OB-8428dd90457d11e996008f19ade2128c
1393,Turn volume down ,5BEzPgPKe8taG9OB-852ebf60457e11e996008f19ade2128c
1394,Or been language settings ,5BEzPgPKe8taG9OB-85852750457f11e996008f19ade2128c
1395,Too loud ,5BEzPgPKe8taG9OB-85927520457c11e996008f19ade2128c
1396,Make the music softer ,5BEzPgPKe8taG9OB-85a33370457b11e996008f19ade2128c
1397,O k now switched the main language the chinese ,5BEzPgPKe8taG9OB-86f5b930457d11e996008f19ade2128c
1398,Turn sound down ,5BEzPgPKe8taG9OB-86f6fc40457e11e996008f19ade2128c
1399,Said the language ,5BEzPgPKe8taG9OB-876a6210457f11e996008f19ade2128c
1400,That's too loud ,5BEzPgPKe8taG9OB-87784c20457c11e996008f19ade2128c
1401,Turn up the temperature ,5BEzPgPKe8taG9OB-87b571a0457b11e996008f19ade2128c
1402,Decrease audio volume ,5BEzPgPKe8taG9OB-88f78730457e11e996008f19ade2128c
1403,Far too loud ,5BEzPgPKe8taG9OB-89478de0457c11e996008f19ade2128c
1404,Language settings ,5BEzPgPKe8taG9OB-89501200457f11e996008f19ade2128c
1405,O k now switch the main language sir german ,5BEzPgPKe8taG9OB-89ef9840457d11e996008f19ade2128c
1406,Turned the temperature ,5BEzPgPKe8taG9OB-8a01f9b0457b11e996008f19ade2128c
1407,Make it quieter ,5BEzPgPKe8taG9OB-8b22b680457c11e996008f19ade2128c
1408,Reduce audio volume ,5BEzPgPKe8taG9OB-8b2c4180457e11e996008f19ade2128c
1409,Set language the chinese ,5BEzPgPKe8taG9OB-8b675940457f11e996008f19ade2128c
1410,Turn up the heat ,5BEzPgPKe8taG9OB-8bfc9130457b11e996008f19ade2128c
1411,O k now switch the main language to korean ,5BEzPgPKe8taG9OB-8cbb3b60457d11e996008f19ade2128c
1412,Set language the german ,5BEzPgPKe8taG9OB-8d68ce90457f11e996008f19ade2128c
1413,It's too loud turn it down ,5BEzPgPKe8taG9OB-8d7cfa30457c11e996008f19ade2128c
1414,Turned the heat up ,5BEzPgPKe8taG9OB-8dfbe3a0457b11e996008f19ade2128c
1415,Oh canaille switch the main language to english ,5BEzPgPKe8taG9OB-8f694460457d11e996008f19ade2128c
1416,Set language to korean ,5BEzPgPKe8taG9OB-8f725a30457f11e996008f19ade2128c
1417,It's too loud turn the volume down ,5BEzPgPKe8taG9OB-901187c0457c11e996008f19ade2128c
1418,Turned down the temperature ,5BEzPgPKe8taG9OB-902f1750457b11e996008f19ade2128c
1419,Set language to english ,5BEzPgPKe8taG9OB-91844a40457f11e996008f19ade2128c
1420,Set my fawns language the chinese ,5BEzPgPKe8taG9OB-91c4c090457d11e996008f19ade2128c
1421,Increase the temperature ,5BEzPgPKe8taG9OB-91f16b50457c11e996008f19ade2128c
1422,Turned the temperature down ,5BEzPgPKe8taG9OB-924dd8a0457b11e996008f19ade2128c
1423,Set my device that i means ,5BEzPgPKe8taG9OB-93abe530457f11e996008f19ade2128c
1424,Increase the heating ,5BEzPgPKe8taG9OB-93c82720457c11e996008f19ade2128c
1425,Set my fawns language to german ,5BEzPgPKe8taG9OB-93f0a140457d11e996008f19ade2128c
1426,Turned down the heat ,5BEzPgPKe8taG9OB-9456c800457b11e996008f19ade2128c
1427,Turn it down ,5BEzPgPKe8taG9OB-94fd39d0457e11e996008f19ade2128c
1428,Could you increase the heating ,5BEzPgPKe8taG9OB-95e2a2b0457c11e996008f19ade2128c
1429,Set my fawns language to korean ,5BEzPgPKe8taG9OB-96222740457d11e996008f19ade2128c
1430,O k ness which the main language the chinese ,5BEzPgPKe8taG9OB-964099d0457f11e996008f19ade2128c
1431,Turned the heat down ,5BEzPgPKe8taG9OB-966869f0457b11e996008f19ade2128c
1432,Quieter ,5BEzPgPKe8taG9OB-96c9bc70457e11e996008f19ade2128c
1433,Could you increase the heeding please ,5BEzPgPKe8taG9OB-980ed180457c11e996008f19ade2128c
1434,Turn off the music ,5BEzPgPKe8taG9OB-9872dff0457b11e996008f19ade2128c
1435,Set my funds language to english ,5BEzPgPKe8taG9OB-9886f240457d11e996008f19ade2128c
1436,Volume mute ,5BEzPgPKe8taG9OB-98918420457e11e996008f19ade2128c
1437,O k now switch the meanly which the german ,5BEzPgPKe8taG9OB-98da5780457f11e996008f19ade2128c
1438,Make it hotter ,5BEzPgPKe8taG9OB-99dc6590457c11e996008f19ade2128c
1439,Lower the volume ,5BEzPgPKe8taG9OB-9a43a0f0457e11e996008f19ade2128c
1440,Stop the music ,5BEzPgPKe8taG9OB-9a5a8bb0457b11e996008f19ade2128c
1441,I need to practise titania's switch the language ,5BEzPgPKe8taG9OB-9b219a50457d11e996008f19ade2128c
1442,Oh keenness which the meanly which to korean ,5BEzPgPKe8taG9OB-9b645dc0457f11e996008f19ade2128c
1443,More heat ,5BEzPgPKe8taG9OB-9b87f2b0457c11e996008f19ade2128c
1444,Play ,5BEzPgPKe8taG9OB-9c055580457b11e996008f19ade2128c
1445,Volume lower ,5BEzPgPKe8taG9OB-9c373390457e11e996008f19ade2128c
1446,Heat up ,5BEzPgPKe8taG9OB-9d41b0a0457c11e996008f19ade2128c
1447,I need to practise my german switch the language ,5BEzPgPKe8taG9OB-9dd066a0457d11e996008f19ade2128c
1448,O k now switched the main language to english ,5BEzPgPKe8taG9OB-9e00b380457f11e996008f19ade2128c
1449,Decrease the volume ,5BEzPgPKe8taG9OB-9e17b360457e11e996008f19ade2128c
1450,Put on the music ,5BEzPgPKe8taG9OB-9e1ff820457b11e996008f19ade2128c
1451,Turn up the temperature in the kitchen ,5BEzPgPKe8taG9OB-9f722530457c11e996008f19ade2128c
1452,Play their music ,5BEzPgPKe8taG9OB-9ff24720457b11e996008f19ade2128c
1453,Decrease sound levels ,5BEzPgPKe8taG9OB-a0218d20457e11e996008f19ade2128c
1454,Set my fondling which the chinese ,5BEzPgPKe8taG9OB-a05774c0457f11e996008f19ade2128c
1455,I need to practise my korean switch the language ,5BEzPgPKe8taG9OB-a0b250e0457d11e996008f19ade2128c
1456,Turned the kitchen temperature up ,5BEzPgPKe8taG9OB-a1a13a30457c11e996008f19ade2128c
1457,Too loud ,5BEzPgPKe8taG9OB-a1b7e490457e11e996008f19ade2128c
1458,Start the music ,5BEzPgPKe8taG9OB-a1ee1720457b11e996008f19ade2128c
1459,Set my funds language to german ,5BEzPgPKe8taG9OB-a2855140457f11e996008f19ade2128c
1460,That's too loud ,5BEzPgPKe8taG9OB-a37f1000457e11e996008f19ade2128c
1461,I need to practice are english switch the language ,5BEzPgPKe8taG9OB-a3b04ea0457d11e996008f19ade2128c
1462,Turn on the lamp ,5BEzPgPKe8taG9OB-a3c8ca90457b11e996008f19ade2128c
1463,Increase the temperature in the kitchen ,5BEzPgPKe8taG9OB-a404f3c0457c11e996008f19ade2128c
1464,Set my funds language to carrion ,5BEzPgPKe8taG9OB-a4d3ae10457f11e996008f19ade2128c
1465,Far too loud ,5BEzPgPKe8taG9OB-a5474ce0457e11e996008f19ade2128c
1466,Switch on the lamp ,5BEzPgPKe8taG9OB-a5980c50457b11e996008f19ade2128c
1467,Turn the washer mites off ,5BEzPgPKe8taG9OB-a6260990457d11e996008f19ade2128c
1468,Increase the heating in the kitchen ,5BEzPgPKe8taG9OB-a62e6370457c11e996008f19ade2128c
1469,Set my fawns language to english ,5BEzPgPKe8taG9OB-a719f490457f11e996008f19ade2128c
1470,Make it quieter ,5BEzPgPKe8taG9OB-a71a1110457e11e996008f19ade2128c
1471,Turn the lamp on ,5BEzPgPKe8taG9OB-a7892df0457b11e996008f19ade2128c
1472,Turn up the heat in the kitchen ,5BEzPgPKe8taG9OB-a8307500457c11e996008f19ade2128c
1473,Pause ,5BEzPgPKe8taG9OB-a92259a0457d11e996008f19ade2128c
1474,Lamp on ,5BEzPgPKe8taG9OB-a940a1f0457b11e996008f19ade2128c
1475,It's too loud turn it down ,5BEzPgPKe8taG9OB-a94c3350457e11e996008f19ade2128c
1476,I need to practise my tenney's switch the language ,5BEzPgPKe8taG9OB-a9c2cd70457f11e996008f19ade2128c
1477,Turn the heat up in the kitchen ,5BEzPgPKe8taG9OB-aa602640457c11e996008f19ade2128c
1478,Turn on the lights ,5BEzPgPKe8taG9OB-abab2760457d11e996008f19ade2128c
1479,It's too loud had turned the volume down ,5BEzPgPKe8taG9OB-abb8c680457e11e996008f19ade2128c
1480,I need to practise my german switch the language ,5BEzPgPKe8taG9OB-ac7df5d0457f11e996008f19ade2128c
1481,Kitchen he'd up ,5BEzPgPKe8taG9OB-ac826a00457c11e996008f19ade2128c
1482,Turn off the lights ,5BEzPgPKe8taG9OB-adac0070457d11e996008f19ade2128c
1483,Increase the temperature ,5BEzPgPKe8taG9OB-adc2a040457e11e996008f19ade2128c
1484,Switch off the lamp ,5BEzPgPKe8taG9OB-aed0bc40457b11e996008f19ade2128c
1485,Turn up the temperature in the bedroom ,5BEzPgPKe8taG9OB-aee81f60457c11e996008f19ade2128c
1486,I need to practise my korean switch the language ,5BEzPgPKe8taG9OB-af544750457f11e996008f19ade2128c
1487,Increase the heating ,5BEzPgPKe8taG9OB-afa51be0457e11e996008f19ade2128c
1488,Change language ,5BEzPgPKe8taG9OB-afce6b40457d11e996008f19ade2128c
1489,Lamp off ,5BEzPgPKe8taG9OB-b087e220457b11e996008f19ade2128c
1490,Turn the temperature in the bedroom up ,5BEzPgPKe8taG9OB-b1588320457c11e996008f19ade2128c
1491,Could you increase the heating ,5BEzPgPKe8taG9OB-b1aa13a0457e11e996008f19ade2128c
1492,Paused music ,5BEzPgPKe8taG9OB-b1b04aa0457d11e996008f19ade2128c
1493,I need to practice may english switch the language ,5BEzPgPKe8taG9OB-b21c6800457f11e996008f19ade2128c
1494,Turn up the bedroom heat ,5BEzPgPKe8taG9OB-b36bf9d0457c11e996008f19ade2128c
1495,Could you increase the heeding please ,5BEzPgPKe8taG9OB-b3f255f0457e11e996008f19ade2128c
1496,Turned the washer might off ,5BEzPgPKe8taG9OB-b4a5f910457f11e996008f19ade2128c
1497,Turn on the light turn on the kitchen lights ,5BEzPgPKe8taG9OB-b55325d0457b11e996008f19ade2128c
1498,Turn the bedroom heat up ,5BEzPgPKe8taG9OB-b581ba70457c11e996008f19ade2128c
1499,Make it hotter ,5BEzPgPKe8taG9OB-b5c2a920457e11e996008f19ade2128c
1500,Volume down ,5BEzPgPKe8taG9OB-b66dd2b0457d11e996008f19ade2128c
1501,Bedroom heat up ,5BEzPgPKe8taG9OB-b754f3d0457c11e996008f19ade2128c
1502,More heat ,5BEzPgPKe8taG9OB-b7727c00457e11e996008f19ade2128c
1503,Turn on the lights ,5BEzPgPKe8taG9OB-b83e9b10457d11e996008f19ade2128c
1504,Heat up ,5BEzPgPKe8taG9OB-b9255c20457e11e996008f19ade2128c
1505,Increase the temperature in the bedroom ,5BEzPgPKe8taG9OB-b97d5210457c11e996008f19ade2128c
1506,Turned the lights on in the kitchen ,5BEzPgPKe8taG9OB-b9b56e80457b11e996008f19ade2128c
1507,Turn up the temperature in the kitchen ,5BEzPgPKe8taG9OB-bb662460457e11e996008f19ade2128c
1508,Increase the heating in the bedroom ,5BEzPgPKe8taG9OB-bbb6a040457c11e996008f19ade2128c
1509,Switched on the lights in the kitchen ,5BEzPgPKe8taG9OB-bbfacaa0457b11e996008f19ade2128c
1510,Turned the kitchen temperature up ,5BEzPgPKe8taG9OB-bdb878d0457e11e996008f19ade2128c
1511,Lights on ,5BEzPgPKe8taG9OB-bdca6fa0457d11e996008f19ade2128c
1512,Turn up the washroom temperature ,5BEzPgPKe8taG9OB-bdd20630457c11e996008f19ade2128c
1513,Lights on in the kitchen ,5BEzPgPKe8taG9OB-be12ae20457b11e996008f19ade2128c
1514,Switch off the lights ,5BEzPgPKe8taG9OB-bfb799a0457d11e996008f19ade2128c
1515,Increase the temperature in the kitchen ,5BEzPgPKe8taG9OB-bfebfaa0457e11e996008f19ade2128c
1516,Kitchen lights arm ,5BEzPgPKe8taG9OB-bff0bcf0457b11e996008f19ade2128c
1517,Turned the temperature up in the washroom ,5BEzPgPKe8taG9OB-c04cca30457c11e996008f19ade2128c
1518,Turned the lights off ,5BEzPgPKe8taG9OB-c18bbd60457d11e996008f19ade2128c
1519,Switch the kitchen lights arm ,5BEzPgPKe8taG9OB-c2194240457b11e996008f19ade2128c
1520,Increase the heating in the kitchen ,5BEzPgPKe8taG9OB-c21b5dc0457e11e996008f19ade2128c
1521,Turn of the heat and the washroom ,5BEzPgPKe8taG9OB-c2598a20457c11e996008f19ade2128c
1522,Lights off ,5BEzPgPKe8taG9OB-c3437f80457d11e996008f19ade2128c
1523,Turn the kitchen lloyd's arm ,5BEzPgPKe8taG9OB-c40e5b80457b11e996008f19ade2128c
1524,Turn up the heat in the kitchen ,5BEzPgPKe8taG9OB-c415f540457e11e996008f19ade2128c
1525,Turn the heat up in the washroom ,5BEzPgPKe8taG9OB-c48d0bf0457c11e996008f19ade2128c
1526,Volume up ,5BEzPgPKe8taG9OB-c50b2020457d11e996008f19ade2128c
1527,Turned the heat up in the kitchen ,5BEzPgPKe8taG9OB-c61e4860457e11e996008f19ade2128c
1528,Turn on the lights in the bedroom ,5BEzPgPKe8taG9OB-c62de020457b11e996008f19ade2128c
1529,Washroom he up ,5BEzPgPKe8taG9OB-c69c8b00457c11e996008f19ade2128c
1530,Turn up the volume ,5BEzPgPKe8taG9OB-c6f081f0457d11e996008f19ade2128c
1531,Kitchen heat up ,5BEzPgPKe8taG9OB-c7f8d4c0457e11e996008f19ade2128c
1532,Turned the bedroom lights on ,5BEzPgPKe8taG9OB-c83521d0457b11e996008f19ade2128c
1533,Turn the volume up ,5BEzPgPKe8taG9OB-c8d52070457d11e996008f19ade2128c
1534,Increase the temperature in the washroom ,5BEzPgPKe8taG9OB-c8d84a30457c11e996008f19ade2128c
1535,Turn up the temperature in the bedroom ,5BEzPgPKe8taG9OB-ca466e40457e11e996008f19ade2128c
1536,Switch on the lights in the bedroom ,5BEzPgPKe8taG9OB-ca520e60457b11e996008f19ade2128c
1537,Make the music louder ,5BEzPgPKe8taG9OB-caa65e00457d11e996008f19ade2128c
1538,Increase the heating and the washroom ,5BEzPgPKe8taG9OB-cb0a9380457c11e996008f19ade2128c
1539,Turn the temperature in the bedroom up ,5BEzPgPKe8taG9OB-cc707a30457e11e996008f19ade2128c
1540,Turned down the volume ,5BEzPgPKe8taG9OB-cc829810457d11e996008f19ade2128c
1541,Switch the bedroom lights on ,5BEzPgPKe8taG9OB-cd8fd440457b11e996008f19ade2128c
1542,Turn up the bathroom temperature ,5BEzPgPKe8taG9OB-cdb7d930457c11e996008f19ade2128c
1543,Turn off the bedroom heat ,5BEzPgPKe8taG9OB-ce58c230457e11e996008f19ade2128c
1544,Turned the volume down ,5BEzPgPKe8taG9OB-ce751940457d11e996008f19ade2128c
1545,Lights on in the bedroom ,5BEzPgPKe8taG9OB-cf792db0457b11e996008f19ade2128c
1546,Turned the temperature up in the bathroom ,5BEzPgPKe8taG9OB-d0063600457c11e996008f19ade2128c
1547,Make the music softer ,5BEzPgPKe8taG9OB-d0626a50457d11e996008f19ade2128c
1548,Turned the bedroom heat up ,5BEzPgPKe8taG9OB-d06b9ca0457e11e996008f19ade2128c
1549,Bedroom lights on ,5BEzPgPKe8taG9OB-d14a9250457b11e996008f19ade2128c
1550,Turn up the heat and the bathroom ,5BEzPgPKe8taG9OB-d21e67a0457c11e996008f19ade2128c
1551,Bedroom heat up ,5BEzPgPKe8taG9OB-d2445440457e11e996008f19ade2128c
1552,Turn them turn up the temperature ,5BEzPgPKe8taG9OB-d2d4c9e0457d11e996008f19ade2128c
1553,Turn on the washroom whites ,5BEzPgPKe8taG9OB-d3790b10457b11e996008f19ade2128c
1554,Turn up the heat and the bathroom ,5BEzPgPKe8taG9OB-d47c7be0457c11e996008f19ade2128c
1555,Increase the temperature in the bedroom ,5BEzPgPKe8taG9OB-d47f2910457e11e996008f19ade2128c
1556,Bathroom he up ,5BEzPgPKe8taG9OB-d66bc8c0457c11e996008f19ade2128c
1557,Increase the heating in the bedroom ,5BEzPgPKe8taG9OB-d6855950457e11e996008f19ade2128c
1558,Turned the washroom waits on ,5BEzPgPKe8taG9OB-d68d28e0457b11e996008f19ade2128c
1559,Turn up the heat ,5BEzPgPKe8taG9OB-d6b73430457d11e996008f19ade2128c
1560,Turn up the washroom temperature ,5BEzPgPKe8taG9OB-d87df500457e11e996008f19ade2128c
1561,Turned the heat up ,5BEzPgPKe8taG9OB-d89b5d80457d11e996008f19ade2128c
1562,Switch on the washroom whites ,5BEzPgPKe8taG9OB-d8b90990457b11e996008f19ade2128c
1563,Increase the temperature in the bathroom ,5BEzPgPKe8taG9OB-d8d26880457c11e996008f19ade2128c
1564,Turned down the temperature ,5BEzPgPKe8taG9OB-da877610457d11e996008f19ade2128c
1565,Lights on in the washroom ,5BEzPgPKe8taG9OB-dabb9050457b11e996008f19ade2128c
1566,Turned the temperature up in the washroom ,5BEzPgPKe8taG9OB-dabc2530457e11e996008f19ade2128c
1567,Increase the heating in the bathroom ,5BEzPgPKe8taG9OB-dafc4d60457c11e996008f19ade2128c
1568,Turned the temperature down ,5BEzPgPKe8taG9OB-dc97df80457d11e996008f19ade2128c
1569,Washroom white's on ,5BEzPgPKe8taG9OB-dcc19980457b11e996008f19ade2128c
1570,Make it cooler ,5BEzPgPKe8taG9OB-dcec3680457c11e996008f19ade2128c
1571,Turn up the heat and the washer ,5BEzPgPKe8taG9OB-dcf72110457e11e996008f19ade2128c
1572,Turned down the heat ,5BEzPgPKe8taG9OB-de78d480457d11e996008f19ade2128c
1573,Less heat ,5BEzPgPKe8taG9OB-dec42ad0457c11e996008f19ade2128c
1574,Turn on the bathroom whites ,5BEzPgPKe8taG9OB-ded02e30457b11e996008f19ade2128c
1575,Turner heat up in the washroom ,5BEzPgPKe8taG9OB-df2d13e0457e11e996008f19ade2128c
1576,Turned the he it down ,5BEzPgPKe8taG9OB-e06b0790457d11e996008f19ade2128c
1577,Heat down ,5BEzPgPKe8taG9OB-e092a940457c11e996008f19ade2128c
1578,Turn the bathroom lights arm ,5BEzPgPKe8taG9OB-e0f7a210457b11e996008f19ade2128c
1579,Washroom heat up ,5BEzPgPKe8taG9OB-e11e5c90457e11e996008f19ade2128c
1580,Turn off the music ,5BEzPgPKe8taG9OB-e24015b0457d11e996008f19ade2128c
1581,Decrease the temperature ,5BEzPgPKe8taG9OB-e28c0840457c11e996008f19ade2128c
1582,Switched on the bathroom whites ,5BEzPgPKe8taG9OB-e32cd190457b11e996008f19ade2128c
1583,Increase the temperature in the washroom ,5BEzPgPKe8taG9OB-e33b4920457e11e996008f19ade2128c
1584,Stop the music ,5BEzPgPKe8taG9OB-e3ffa000457d11e996008f19ade2128c
1585,Decrease the heating ,5BEzPgPKe8taG9OB-e477f9c0457c11e996008f19ade2128c
1586,Lights on in the bathroom ,5BEzPgPKe8taG9OB-e546b0e0457b11e996008f19ade2128c
1587,Increase the heating and the washin ,5BEzPgPKe8taG9OB-e54f8320457e11e996008f19ade2128c
1588,Play ,5BEzPgPKe8taG9OB-e5c2d3d0457d11e996008f19ade2128c
1589,Could you decrease the heating ,5BEzPgPKe8taG9OB-e697a570457c11e996008f19ade2128c
1590,Bathroom lights on ,5BEzPgPKe8taG9OB-e76746f0457b11e996008f19ade2128c
1591,Turn up the bathroom temperature ,5BEzPgPKe8taG9OB-e76e1d60457e11e996008f19ade2128c
1592,Put on the music ,5BEzPgPKe8taG9OB-e7a3a1c0457d11e996008f19ade2128c
1593,Could you decrease the heeding please ,5BEzPgPKe8taG9OB-e8df2470457c11e996008f19ade2128c
1594,Play their music ,5BEzPgPKe8taG9OB-e96e76b0457d11e996008f19ade2128c
1595,Switch the lights off ,5BEzPgPKe8taG9OB-e9778950457b11e996008f19ade2128c
1596,Turn of temperature up in the bathroom ,5BEzPgPKe8taG9OB-e9a3c210457e11e996008f19ade2128c
1597,Turned down the temperature in the kitchen ,5BEzPgPKe8taG9OB-eb289f40457c11e996008f19ade2128c
1598,Start the music ,5BEzPgPKe8taG9OB-eb2dd9f0457d11e996008f19ade2128c
1599,Turn off the kitchen lights ,5BEzPgPKe8taG9OB-eb897960457b11e996008f19ade2128c
1600,Turn up the heat and the bathroom ,5BEzPgPKe8taG9OB-ebb89850457e11e996008f19ade2128c
1601,Turn on the lamp ,5BEzPgPKe8taG9OB-ecfb6e00457d11e996008f19ade2128c
1602,Turning the lights off in the kitchen ,5BEzPgPKe8taG9OB-eda617d0457b11e996008f19ade2128c
1603,Turned the kitchen temperature down ,5BEzPgPKe8taG9OB-edcee010457c11e996008f19ade2128c
1604,Switch the lamp switch on the lamp ,5BEzPgPKe8taG9OB-ef9cccd0457d11e996008f19ade2128c
1605,Turn up the heat and the bathroom turned the heat up in the bathroom ,5BEzPgPKe8taG9OB-efb05f60457e11e996008f19ade2128c
1606,Switched off the lights in the kitchen ,5BEzPgPKe8taG9OB-efc37990457b11e996008f19ade2128c
1607,Turned down the heat in the kitchen ,5BEzPgPKe8taG9OB-f01d8b00457c11e996008f19ade2128c
1608,Turned the heat down in the kitchen ,5BEzPgPKe8taG9OB-f2459b20457c11e996008f19ade2128c
1609,Lamp arm ,5BEzPgPKe8taG9OB-f34ae0b0457d11e996008f19ade2128c
1610,Increase the temperature in the bathroom ,5BEzPgPKe8taG9OB-f3e8b1e0457e11e996008f19ade2128c
1611,Kitchen heat down ,5BEzPgPKe8taG9OB-f4473780457c11e996008f19ade2128c
1612,Turn off the lamp ,5BEzPgPKe8taG9OB-f5214e60457d11e996008f19ade2128c
1613,Increase the heating and the bathroom ,5BEzPgPKe8taG9OB-f6199ba0457e11e996008f19ade2128c
1614,Decrease the temperature in the kitchen ,5BEzPgPKe8taG9OB-f69bd5e0457c11e996008f19ade2128c
1615,Switch the lights off in the kitchen ,5BEzPgPKe8taG9OB-f6ea6080457b11e996008f19ade2128c
1616,Turned the lamp off ,5BEzPgPKe8taG9OB-f6fa5420457d11e996008f19ade2128c
1617,Make it cooler ,5BEzPgPKe8taG9OB-f7db96f0457e11e996008f19ade2128c
1618,Decrease the heating in the kitchen ,5BEzPgPKe8taG9OB-f8b6edb0457c11e996008f19ade2128c
1619,Switched off the lamp ,5BEzPgPKe8taG9OB-f8ceed10457d11e996008f19ade2128c
1620,Lights off in the kitchen ,5BEzPgPKe8taG9OB-f8ffd300457b11e996008f19ade2128c
1621,Less heat ,5BEzPgPKe8taG9OB-f98faf90457e11e996008f19ade2128c
1622,Lamp off ,5BEzPgPKe8taG9OB-fa8ec580457d11e996008f19ade2128c
1623,Kitchen lights off ,5BEzPgPKe8taG9OB-fb087440457b11e996008f19ade2128c
1624,Turned down the temperature in the bedroom ,5BEzPgPKe8taG9OB-fb0a5390457c11e996008f19ade2128c
1625,Heat down ,5BEzPgPKe8taG9OB-fb5c0b20457e11e996008f19ade2128c
1626,Switched the lights on ,5BEzPgPKe8taG9OB-fc6f4550457d11e996008f19ade2128c
1627,Turn off the lights in the bedroom ,5BEzPgPKe8taG9OB-fd32ce50457b11e996008f19ade2128c
1628,Decrease the temperature ,5BEzPgPKe8taG9OB-fd45d9c0457e11e996008f19ade2128c
1629,Turned the temperature in the bedroom down ,5BEzPgPKe8taG9OB-fd7a9040457c11e996008f19ade2128c
1630,Turn on the kitchen lights ,5BEzPgPKe8taG9OB-fe5a4c70457d11e996008f19ade2128c
1631,Decrease the heating ,5BEzPgPKe8taG9OB-ff483970457e11e996008f19ade2128c
1632,Turned the bedroom lights off ,5BEzPgPKe8taG9OB-ff67fdd0457b11e996008f19ade2128c
1633,Turned down the bedroom heat ,5BEzPgPKe8taG9OB-ff7d8c30457c11e996008f19ade2128c
1634,Stop ,5o9BvRGEGvhaeBwA-00801c7044eb11e9a1ea79ca03012c0e
1635,He could he say let it be in the kitchen ,5o9BvRGEGvhaeBwA-014f21b044ea11e9a1ea79ca03012c0e
1636,He turned the lights ,5o9BvRGEGvhaeBwA-01f8481044ec11e9a1ea79ca03012c0e
1637,Play music ,5o9BvRGEGvhaeBwA-028d2a8044eb11e9a1ea79ca03012c0e
1638,Later on ,5o9BvRGEGvhaeBwA-04a16f1044ec11e9a1ea79ca03012c0e
1639,There are not the hugely lee chin ,5o9BvRGEGvhaeBwA-04e25a9044ea11e9a1ea79ca03012c0e
1640,Rrisa music ,5o9BvRGEGvhaeBwA-0698046044eb11e9a1ea79ca03012c0e
1641,Speech of the lights ,5o9BvRGEGvhaeBwA-07d6a97044ec11e9a1ea79ca03012c0e
1642,And the lights off ,5o9BvRGEGvhaeBwA-0a91aac044ec11e9a1ea79ca03012c0e
1643,Get me than usurper ,5o9BvRGEGvhaeBwA-0cc5973044eb11e9a1ea79ca03012c0e
1644,Lights off ,5o9BvRGEGvhaeBwA-0d3b6e0044ec11e9a1ea79ca03012c0e
1645,I need a volume ,5o9BvRGEGvhaeBwA-0f5cd1f044ed11e9a1ea79ca03012c0e
1646,Volume up ,5o9BvRGEGvhaeBwA-0fc65ea044ec11e9a1ea79ca03012c0e
1647,Bring the newspaper ,5o9BvRGEGvhaeBwA-0feb413044eb11e9a1ea79ca03012c0e
1648,Bad not fit and bred in the big tom ,5o9BvRGEGvhaeBwA-1027072044ea11e9a1ea79ca03012c0e
1649,Bring newspaper ,5o9BvRGEGvhaeBwA-1266c88044eb11e9a1ea79ca03012c0e
1650,Then the debris day in the big drum up ,5o9BvRGEGvhaeBwA-140d902044ea11e9a1ea79ca03012c0e
1651,Lowered a form ,5o9BvRGEGvhaeBwA-14aa650044ed11e9a1ea79ca03012c0e
