,asr_transcript,uniqueId
631,Bathroom heat down ,7B4XmNppyrCK977p-4ce60a2045cc11e99992dfba019cb646
632,Increase the temperature in the kitchen ,7B4XmNppyrCK977p-4d7b335045ce11e99992dfba019cb646
633,Switch language ,7B4XmNppyrCK977p-4de9de3045cf11e99992dfba019cb646
634,Increase the temperature ,7B4XmNppyrCK977p-4e6e4d4045cb11e99992dfba019cb646
635,Pause music ,7B4XmNppyrCK977p-4f502c5045cc11e99992dfba019cb646
636,Switch the lights on ,7B4XmNppyrCK977p-4f9248f045cd11e99992dfba019cb646
637,Lights on in the wash room ,7B4XmNppyrCK977p-500a830045c911e98ec07bf21d1cfe30
638,Increase the heaving in the kitchen ,7B4XmNppyrCK977p-503b16a045ce11e99992dfba019cb646
639,Switch languages ,7B4XmNppyrCK977p-5080dcc045cf11e99992dfba019cb646
640,Increase the heating ,7B4XmNppyrCK977p-5157ffb045cb11e99992dfba019cb646
641,Stop music ,7B4XmNppyrCK977p-5195af8045cc11e99992dfba019cb646
642,Turn on the kitchen lights ,7B4XmNppyrCK977p-528b64b045cd11e99992dfba019cb646
643,Turn up the heat in the kitchen ,7B4XmNppyrCK977p-52f9e88045ce11e99992dfba019cb646
644,Washroom lights on ,7B4XmNppyrCK977p-5333615045c911e98ec07bf21d1cfe30
645,Change system language ,7B4XmNppyrCK977p-5350ecb045cf11e99992dfba019cb646
646,Stop ,7B4XmNppyrCK977p-53f7e27045cc11e99992dfba019cb646
647,Could you increase the heating ,7B4XmNppyrCK977p-5401ea0045cb11e99992dfba019cb646
648,Switch on the kitchen light ,7B4XmNppyrCK977p-55686cf045cd11e99992dfba019cb646
649,Turn the heat up in the kitchen ,7B4XmNppyrCK977p-55c0829045ce11e99992dfba019cb646
650,Open language settings ,7B4XmNppyrCK977p-56022a0045cf11e99992dfba019cb646
651,Turn on the bathroom lights ,7B4XmNppyrCK977p-5668c2c045c911e98ec07bf21d1cfe30
652,Play music ,7B4XmNppyrCK977p-5681256045cc11e99992dfba019cb646
653,Could you increase the heeding please ,7B4XmNppyrCK977p-56fb53e045cb11e99992dfba019cb646
654,Turned the lights on in the kitchen ,7B4XmNppyrCK977p-5823e37045cd11e99992dfba019cb646
655,Kitchen heat up ,7B4XmNppyrCK977p-5847548045ce11e99992dfba019cb646
656,Said the language ,7B4XmNppyrCK977p-5898b36045cf11e99992dfba019cb646
657,Resume music ,7B4XmNppyrCK977p-58d7235045cc11e99992dfba019cb646
658,Make it harder ,7B4XmNppyrCK977p-5971840045cb11e99992dfba019cb646
659,Turn the bathroom lights on ,7B4XmNppyrCK977p-59bc0c7045c911e98ec07bf21d1cfe30
660,Turn up the temperature in the bedroom ,7B4XmNppyrCK977p-5b1086a045ce11e99992dfba019cb646
661,Switched on the lights in the kitchen ,7B4XmNppyrCK977p-5b1759e045cd11e99992dfba019cb646
662,Language settings ,7B4XmNppyrCK977p-5b4eaba045cf11e99992dfba019cb646
663,Bring me the newspaper ,7B4XmNppyrCK977p-5b83ccc045cc11e99992dfba019cb646
664,More heat ,7B4XmNppyrCK977p-5bba89a045cb11e99992dfba019cb646
665,Switch on the bathroom lies ,7B4XmNppyrCK977p-5cf84bb045c911e98ec07bf21d1cfe30
666,Lights on in the kitchen ,7B4XmNppyrCK977p-5d9af78045cd11e99992dfba019cb646
667,Turned the temperature in the bedroom up ,7B4XmNppyrCK977p-5df15f7045ce11e99992dfba019cb646
668,Heat up ,7B4XmNppyrCK977p-5e08232045cb11e99992dfba019cb646
669,Get me the newspaper ,7B4XmNppyrCK977p-5e39ec1045cc11e99992dfba019cb646
670,Set language to chinese ,7B4XmNppyrCK977p-5e3e9fa045cf11e99992dfba019cb646
671,Kitchen lights on ,7B4XmNppyrCK977p-6016a5e045cd11e99992dfba019cb646
672,Lights on in the bathroom ,7B4XmNppyrCK977p-602a78d045c911e98ec07bf21d1cfe30
673,Turn up the bedroom heat ,7B4XmNppyrCK977p-60b401e045ce11e99992dfba019cb646
674,Bring the newspaper ,7B4XmNppyrCK977p-60d77a5045cc11e99992dfba019cb646
675,Turn up the temperature in the kitchen ,7B4XmNppyrCK977p-610ab4c045cb11e99992dfba019cb646
676,Set language to german ,7B4XmNppyrCK977p-6116ecf045cf11e99992dfba019cb646
677,Switch the kitchen lights on ,7B4XmNppyrCK977p-62daf60045cd11e99992dfba019cb646
678,Turn the bedroom he up ,7B4XmNppyrCK977p-6355aed045ce11e99992dfba019cb646
679,Bathroom lights on ,7B4XmNppyrCK977p-635998b045c911e98ec07bf21d1cfe30
680,Bring newspaper ,7B4XmNppyrCK977p-6368857045cc11e99992dfba019cb646
681,Turned the kitchen temperature up ,7B4XmNppyrCK977p-6408b28045cb11e99992dfba019cb646
682,Sit language to korean ,7B4XmNppyrCK977p-6444863045cf11e99992dfba019cb646
683,Turn the kitchen lights on ,7B4XmNppyrCK977p-65a38be045cd11e99992dfba019cb646
684,Bedroom heat up ,7B4XmNppyrCK977p-65bb8b4045ce11e99992dfba019cb646
685,Go get the newspaper ,7B4XmNppyrCK977p-6627cc8045cc11e99992dfba019cb646
686,Switched the lights off ,7B4XmNppyrCK977p-669318d045c911e98ec07bf21d1cfe30
687,Set language to english ,7B4XmNppyrCK977p-672537f045cf11e99992dfba019cb646
688,Increase the temperature in the kitchen ,7B4XmNppyrCK977p-672b765045cb11e99992dfba019cb646
689,Turn on the lights in the bedroom ,7B4XmNppyrCK977p-68407de045cd11e99992dfba019cb646
690,Fetch the newspaper ,7B4XmNppyrCK977p-68b973e045cc11e99992dfba019cb646
691,Increase the temperature in the bedroom ,7B4XmNppyrCK977p-68bbfa0045ce11e99992dfba019cb646
692,Turn off the kitchen lights ,7B4XmNppyrCK977p-69ec55f045c911e98ec07bf21d1cfe30
693,Set my device to chinese ,7B4XmNppyrCK977p-6a0ca07045cf11e99992dfba019cb646
694,Increase the heaving in the kitchen ,7B4XmNppyrCK977p-6a31635045cb11e99992dfba019cb646
695,Turn the bedroom lights on ,7B4XmNppyrCK977p-6ac3312045cd11e99992dfba019cb646
696,Bring me some juice ,7B4XmNppyrCK977p-6b15172045cc11e99992dfba019cb646
697,Increase the heating in the bedroom ,7B4XmNppyrCK977p-6b693fb045ce11e99992dfba019cb646
698,Turn the lights off in the kitchen ,7B4XmNppyrCK977p-6d39852045c911e98ec07bf21d1cfe30
699,Switch on the lights in the bedroom ,7B4XmNppyrCK977p-6d5f5fd045cd11e99992dfba019cb646
700,Turn up the heat in the kitchen ,7B4XmNppyrCK977p-6d70afd045cb11e99992dfba019cb646
701,O k nuts which the main language the chains ,7B4XmNppyrCK977p-6d82182045cf11e99992dfba019cb646
702,Get me some juice ,7B4XmNppyrCK977p-6d999f2045cc11e99992dfba019cb646
703,Turn up the washroom temperature ,7B4XmNppyrCK977p-6e25798045ce11e99992dfba019cb646
704,Switch the bedroom lights on ,7B4XmNppyrCK977p-6fe6a6f045cd11e99992dfba019cb646
705,Bring some juice ,7B4XmNppyrCK977p-70076ad045cc11e99992dfba019cb646
706,Turned the heat up in the kitchen ,7B4XmNppyrCK977p-704c317045cb11e99992dfba019cb646
707,Switch off the lights in the kitchen ,7B4XmNppyrCK977p-70c3211045c911e98ec07bf21d1cfe30
708,O k nuts which the main language to german ,7B4XmNppyrCK977p-70c97af045cf11e99992dfba019cb646
709,Turn the temperature up in the washroom ,7B4XmNppyrCK977p-70dea61045ce11e99992dfba019cb646
710,Lights on the bedroom ,7B4XmNppyrCK977p-724b23d045cd11e99992dfba019cb646
711,Bring juice ,7B4XmNppyrCK977p-725c7e6045cc11e99992dfba019cb646
712,Kitchen heat up ,7B4XmNppyrCK977p-72e8d55045cb11e99992dfba019cb646
713,Turn up the heat in the wash room ,7B4XmNppyrCK977p-73b593d045ce11e99992dfba019cb646
714,Volcanoes which the main language to corene ,7B4XmNppyrCK977p-73fabdb045cf11e99992dfba019cb646
715,Switched the light off in the kitchen ,7B4XmNppyrCK977p-7430a98045c911e98ec07bf21d1cfe30
716,Bedroom lights on ,7B4XmNppyrCK977p-747eccb045cd11e99992dfba019cb646
717,Go get me some juice ,7B4XmNppyrCK977p-74effa8045cc11e99992dfba019cb646
718,Turn up the temperature in the bedroom ,7B4XmNppyrCK977p-75ca235045cb11e99992dfba019cb646
719,Turn the heat up in the washroom ,7B4XmNppyrCK977p-767c7c0045ce11e99992dfba019cb646
720,Turn on the washroom lights ,7B4XmNppyrCK977p-76dc6bc045cd11e99992dfba019cb646
721,Lights off in the kitchen ,7B4XmNppyrCK977p-77194a8045c911e98ec07bf21d1cfe30
722,O k now switch the main language to inglis ,7B4XmNppyrCK977p-7735283045cf11e99992dfba019cb646
723,Bring me my socks ,7B4XmNppyrCK977p-779b6b7045cc11e99992dfba019cb646
724,Turned the temperature in the bedroom up ,7B4XmNppyrCK977p-78dba91045cb11e99992dfba019cb646
725,Washroom heat up ,7B4XmNppyrCK977p-791fd6a045ce11e99992dfba019cb646
726,Turned the washroom lights on ,7B4XmNppyrCK977p-795e0d9045cd11e99992dfba019cb646
727,Kitchen lights off ,7B4XmNppyrCK977p-7a06cd8045c911e98ec07bf21d1cfe30
728,Set my phones language to chinese ,7B4XmNppyrCK977p-7a3ac71045cf11e99992dfba019cb646
729,Get me my size ,7B4XmNppyrCK977p-7a48d83045cc11e99992dfba019cb646
730,Turn up the bedroom heat ,7B4XmNppyrCK977p-7b8fa58045cb11e99992dfba019cb646
731,Switch on the washroom lights ,7B4XmNppyrCK977p-7beef1a045cd11e99992dfba019cb646
732,Increase the temperature in the wash room ,7B4XmNppyrCK977p-7bf6764045ce11e99992dfba019cb646
733,Bring socks ,7B4XmNppyrCK977p-7c9eaf1045cc11e99992dfba019cb646
734,Set my phones language to german ,7B4XmNppyrCK977p-7d20f71045cf11e99992dfba019cb646
735,Turn off the lights in the bedroom ,7B4XmNppyrCK977p-7d76c6f045c911e98ec07bf21d1cfe30
736,Lights on in the washing ,7B4XmNppyrCK977p-7e49837045cd11e99992dfba019cb646
737,Turned the bedroom he up ,7B4XmNppyrCK977p-7e5220e045cb11e99992dfba019cb646
738,Increase the heating in the wash room ,7B4XmNppyrCK977p-7ed3f3b045ce11e99992dfba019cb646
739,Bring my size ,7B4XmNppyrCK977p-7f06122045cc11e99992dfba019cb646
740,Set my phones language to corinne ,7B4XmNppyrCK977p-800615a045cf11e99992dfba019cb646
741,Washroom lights on ,7B4XmNppyrCK977p-80bbbbf045cd11e99992dfba019cb646
742,Bedroom heat up ,7B4XmNppyrCK977p-80d437e045cb11e99992dfba019cb646
743,Turn up the bathroom temperature ,7B4XmNppyrCK977p-819d25d045ce11e99992dfba019cb646
744,Go get me my socks ,7B4XmNppyrCK977p-819dfb1045cc11e99992dfba019cb646
745,Set my phones language to english ,7B4XmNppyrCK977p-82f609a045cf11e99992dfba019cb646
746,Turn on the bathroom lights ,7B4XmNppyrCK977p-8312562045cd11e99992dfba019cb646
747,Increase the temperature in the bedroom ,7B4XmNppyrCK977p-83badd1045cb11e99992dfba019cb646
748,Switch off the lights in the bedroom ,7B4XmNppyrCK977p-841480b045c911e98ec07bf21d1cfe30
749,Fetch my socks ,7B4XmNppyrCK977p-843b895045cc11e99992dfba019cb646
750,Turn the temperature up in the bathroom ,7B4XmNppyrCK977p-848d19d045ce11e99992dfba019cb646
751,Turned the bathroom lights on ,7B4XmNppyrCK977p-8590276045cd11e99992dfba019cb646
752,I need to practise my chinese switch the language ,7B4XmNppyrCK977p-867fcca045cf11e99992dfba019cb646
753,Increase the heating in the bedroom ,7B4XmNppyrCK977p-86808cc045cb11e99992dfba019cb646
754,Bring me my shoes ,7B4XmNppyrCK977p-86ecc6a045cc11e99992dfba019cb646
755,Switch the bedroom lights off ,7B4XmNppyrCK977p-8721247045c911e98ec07bf21d1cfe30
756,Turn up the heat in the bathroom ,7B4XmNppyrCK977p-876e40c045ce11e99992dfba019cb646
757,Switch on the bathroom lights ,7B4XmNppyrCK977p-8847a64045cd11e99992dfba019cb646
758,Turn up the washroom temperature ,7B4XmNppyrCK977p-895a39a045cb11e99992dfba019cb646
759,Get me my shoes ,7B4XmNppyrCK977p-898328f045cc11e99992dfba019cb646
760,I need to practise my german switch the language ,7B4XmNppyrCK977p-89efed2045cf11e99992dfba019cb646
761,Turned the heat up in the bathroom ,7B4XmNppyrCK977p-8a1c70d045ce11e99992dfba019cb646
762,Lights off in the bedroom ,7B4XmNppyrCK977p-8a27117045c911e98ec07bf21d1cfe30
763,Lights on in the bathroom ,7B4XmNppyrCK977p-8b02597045cd11e99992dfba019cb646
764,Bring shoes ,7B4XmNppyrCK977p-8bd7a04045cc11e99992dfba019cb646
765,Turned the temperature up in the washroom ,7B4XmNppyrCK977p-8c78b7b045cb11e99992dfba019cb646
766,Bathroom he up ,7B4XmNppyrCK977p-8ca47b4045ce11e99992dfba019cb646
767,Bedroom lights ah ,7B4XmNppyrCK977p-8cfee99045c911e98ec07bf21d1cfe30
768,Bathroom lights on ,7B4XmNppyrCK977p-8d6eeca045cd11e99992dfba019cb646
769,I need to practise my corinne switched the language ,7B4XmNppyrCK977p-8d70fd9045cf11e99992dfba019cb646
770,Bring my shoes ,7B4XmNppyrCK977p-8e389ab045cc11e99992dfba019cb646
771,Increase the temperature in the bathroom ,7B4XmNppyrCK977p-8f70939045ce11e99992dfba019cb646
772,Turn up the he in the washroom ,7B4XmNppyrCK977p-8f9783e045cb11e99992dfba019cb646
773,Switch the lights off ,7B4XmNppyrCK977p-8fdd2d8045cd11e99992dfba019cb646
774,Turn off the wash room lights ,7B4XmNppyrCK977p-90525a5045c911e98ec07bf21d1cfe30
775,Go get me my shoes ,7B4XmNppyrCK977p-9093a1b045cc11e99992dfba019cb646
776,I need to practise my english switch the language ,7B4XmNppyrCK977p-90fd319045cf11e99992dfba019cb646
777,Increase the heating in the bathroom ,7B4XmNppyrCK977p-921ceee045ce11e99992dfba019cb646
778,Turn off the kitchen lights ,7B4XmNppyrCK977p-925e5a2045cd11e99992dfba019cb646
779,Turned the heat up in the washroom ,7B4XmNppyrCK977p-92da2bc045cb11e99992dfba019cb646
780,That's my shoes ,7B4XmNppyrCK977p-931395d045cc11e99992dfba019cb646
781,Switch off the washroom lights ,7B4XmNppyrCK977p-93a4e0b045c911e98ec07bf21d1cfe30
782,Turn the washroom lights off ,7B4XmNppyrCK977p-93fd523045cf11e99992dfba019cb646
783,Make it cooler ,7B4XmNppyrCK977p-948192d045ce11e99992dfba019cb646
784,Ten the lights off in the kitchen ,7B4XmNppyrCK977p-94f46e5045cd11e99992dfba019cb646
785,Washroom heat up ,7B4XmNppyrCK977p-95aa3bb045cb11e99992dfba019cb646
786,Allow a different language ,7B4XmNppyrCK977p-95cfcfa045cc11e99992dfba019cb646
787,Lights off in the wash room ,7B4XmNppyrCK977p-96b52df045c911e98ec07bf21d1cfe30
788,Less heat ,7B4XmNppyrCK977p-96b6261045ce11e99992dfba019cb646
789,Switched off the lights in the kitchen ,7B4XmNppyrCK977p-97c2a98045cd11e99992dfba019cb646
790,Turn on the lights ,7B4XmNppyrCK977p-97e05cf045c811e98ec07bf21d1cfe30
791,News a different language ,7B4XmNppyrCK977p-9881822045cc11e99992dfba019cb646
792,Increase the temperature in the wash room ,7B4XmNppyrCK977p-98dfeb4045cb11e99992dfba019cb646
793,He'd down ,7B4XmNppyrCK977p-9907de4045ce11e99992dfba019cb646
794,Washroom lights all ,7B4XmNppyrCK977p-99b21a4045c911e98ec07bf21d1cfe30
795,Switch the lights up in the kitchen ,7B4XmNppyrCK977p-9a828cd045cd11e99992dfba019cb646
796,Turn off the lights ,7B4XmNppyrCK977p-9aa34d8045c811e98ec07bf21d1cfe30
797,Changed the language ,7B4XmNppyrCK977p-9b00da0045cc11e99992dfba019cb646
798,Decrease the temperature ,7B4XmNppyrCK977p-9ba126c045ce11e99992dfba019cb646
799,Increase the heating in the wash room ,7B4XmNppyrCK977p-9c071be045cb11e99992dfba019cb646
800,Turn volume up ,7B4XmNppyrCK977p-9c9d053045c911e98ec07bf21d1cfe30
801,Lights off in the kitchen ,7B4XmNppyrCK977p-9d1322c045cd11e99992dfba019cb646
802,Change language ,7B4XmNppyrCK977p-9d730f5045c811e98ec07bf21d1cfe30
803,Switched the language ,7B4XmNppyrCK977p-9d99111045cc11e99992dfba019cb646
804,Decrease the heaving ,7B4XmNppyrCK977p-9e21b72045ce11e99992dfba019cb646
805,Turn up the bathroom temperature ,7B4XmNppyrCK977p-9f42bee045cb11e99992dfba019cb646
806,Kitchen lights off ,7B4XmNppyrCK977p-9f94c49045cd11e99992dfba019cb646
807,Turn sound up ,7B4XmNppyrCK977p-9f99ca7045c911e98ec07bf21d1cfe30
808,Switch language ,7B4XmNppyrCK977p-a0286e8045cc11e99992dfba019cb646
809,The pause the music ,7B4XmNppyrCK977p-a033dd0045c811e98ec07bf21d1cfe30
810,Could you decrease the heating ,7B4XmNppyrCK977p-a09db3a045ce11e99992dfba019cb646
811,Turn it up ,7B4XmNppyrCK977p-a23276b045c911e98ec07bf21d1cfe30
812,Turn off the lights in the bedroom ,7B4XmNppyrCK977p-a238bb7045cd11e99992dfba019cb646
813,Turn the temperature up in the bathroom ,7B4XmNppyrCK977p-a2650d8045cb11e99992dfba019cb646
814,Switch languages ,7B4XmNppyrCK977p-a2a83b9045cc11e99992dfba019cb646
815,Resume ,7B4XmNppyrCK977p-a2aeef2045c811e98ec07bf21d1cfe30
816,Could you decrease the heeding please ,7B4XmNppyrCK977p-a36e86e045ce11e99992dfba019cb646
817,Make it louder ,7B4XmNppyrCK977p-a4f678b045c911e98ec07bf21d1cfe30
818,Turned the bedroom lights all ,7B4XmNppyrCK977p-a51a097045cd11e99992dfba019cb646
819,Turn up the he in the bathroom ,7B4XmNppyrCK977p-a534f66045cb11e99992dfba019cb646
820,Chains system language ,7B4XmNppyrCK977p-a580d70045cc11e99992dfba019cb646
821,Volume down ,7B4XmNppyrCK977p-a58d2fe045c811e98ec07bf21d1cfe30
822,Turned down the temperature in the kitchen ,7B4XmNppyrCK977p-a634abc045ce11e99992dfba019cb646
823,Louder ,7B4XmNppyrCK977p-a750e37045c911e98ec07bf21d1cfe30
824,Switched off the lights in the bedroom ,7B4XmNppyrCK977p-a7f6004045cd11e99992dfba019cb646
825,Turn the heat up in the bathroom ,7B4XmNppyrCK977p-a83e3ec045cb11e99992dfba019cb646
826,Open language settings ,7B4XmNppyrCK977p-a87f49f045cc11e99992dfba019cb646
827,Turn the lights on ,7B4XmNppyrCK977p-a8ad349045c811e98ec07bf21d1cfe30
828,Turned the kitchen temperature down ,7B4XmNppyrCK977p-a8ef5ef045ce11e99992dfba019cb646
829,Volume max ,7B4XmNppyrCK977p-aa33910045c911e98ec07bf21d1cfe30
830,Switch the bedroom lights off ,7B4XmNppyrCK977p-aac9b9b045cd11e99992dfba019cb646
831,Set the language ,7B4XmNppyrCK977p-aafb6d8045cc11e99992dfba019cb646
832,Bathroom he up ,7B4XmNppyrCK977p-ab03a05045cb11e99992dfba019cb646
833,Switch on the lights ,7B4XmNppyrCK977p-abca531045c811e98ec07bf21d1cfe30
834,Louder please ,7B4XmNppyrCK977p-ad0c538045c911e98ec07bf21d1cfe30
835,Lights off in the bedroom ,7B4XmNppyrCK977p-ad68f5a045cd11e99992dfba019cb646
836,Language settings ,7B4XmNppyrCK977p-ada88c2045cc11e99992dfba019cb646
837,Increase the temperature in the bathroom ,7B4XmNppyrCK977p-ae66a17045cb11e99992dfba019cb646
838,Lights on ,7B4XmNppyrCK977p-ae774aa045c811e98ec07bf21d1cfe30
839,Bedroom lights off ,7B4XmNppyrCK977p-b000907045cd11e99992dfba019cb646
840,Set language to chinese ,7B4XmNppyrCK977p-b099437045cc11e99992dfba019cb646
841,Switch off the lights ,7B4XmNppyrCK977p-b145fb0045c811e98ec07bf21d1cfe30
842,Increase the heating in the bathroom ,7B4XmNppyrCK977p-b195251045cb11e99992dfba019cb646
843,Turn off the washroom light ,7B4XmNppyrCK977p-b323a26045cd11e99992dfba019cb646
844,Set language to german ,7B4XmNppyrCK977p-b36f94f045cc11e99992dfba019cb646
845,Turned the lights off ,7B4XmNppyrCK977p-b40baab045c811e98ec07bf21d1cfe30
846,Make it cooler ,7B4XmNppyrCK977p-b448ac5045cb11e99992dfba019cb646
847,Turn down the heat in the kitchen ,7B4XmNppyrCK977p-b54a5d8045ce11e99992dfba019cb646
848,Set language to korean ,7B4XmNppyrCK977p-b620ab3045cc11e99992dfba019cb646
849,Lights off ,7B4XmNppyrCK977p-b6b82d1045c811e98ec07bf21d1cfe30
850,Less heat ,7B4XmNppyrCK977p-b6dc769045cb11e99992dfba019cb646
851,Turn the heat down in the kitchen ,7B4XmNppyrCK977p-b8672de045ce11e99992dfba019cb646
852,Set language to english ,7B4XmNppyrCK977p-b8e9682045cc11e99992dfba019cb646
853,Volume up ,7B4XmNppyrCK977p-b945dcd045c811e98ec07bf21d1cfe30
854,Heat down ,7B4XmNppyrCK977p-b97b646045cb11e99992dfba019cb646
855,Kitchen heat down ,7B4XmNppyrCK977p-bafe056045ce11e99992dfba019cb646
856,Set might have vice the chinese ,7B4XmNppyrCK977p-bb9686c045cc11e99992dfba019cb646
857,Turn up the volume ,7B4XmNppyrCK977p-bbf7413045c811e98ec07bf21d1cfe30
858,Decrease the temperature ,7B4XmNppyrCK977p-bc40ed0045cb11e99992dfba019cb646
859,Decrease the temperature in the kitchen ,7B4XmNppyrCK977p-bde8c94045ce11e99992dfba019cb646
860,O k now switch the main language to chinese ,7B4XmNppyrCK977p-bedfe56045cc11e99992dfba019cb646
861,Turn the volume up ,7B4XmNppyrCK977p-bef4549045c811e98ec07bf21d1cfe30
862,Decrease the heating ,7B4XmNppyrCK977p-bf120e6045cb11e99992dfba019cb646
863,Decrease the heating in the kitchen ,7B4XmNppyrCK977p-c0b9c39045ce11e99992dfba019cb646
864,Switzer off the washroom lights ,7B4XmNppyrCK977p-c11daaf045cd11e99992dfba019cb646
865,Could you decrease the heating ,7B4XmNppyrCK977p-c1d85a5045cb11e99992dfba019cb646
866,Make the music louder ,7B4XmNppyrCK977p-c1e4bdc045c811e98ec07bf21d1cfe30
867,O k now switch the main language to german ,7B4XmNppyrCK977p-c223ecd045cc11e99992dfba019cb646
868,Turned down the temperature in the bedroom ,7B4XmNppyrCK977p-c3a7e2d045ce11e99992dfba019cb646
869,Lights off in the washroom ,7B4XmNppyrCK977p-c3ad568045cd11e99992dfba019cb646
870,Turned down the volume ,7B4XmNppyrCK977p-c4bd593045c811e98ec07bf21d1cfe30
871,Could you decrease the heeding please ,7B4XmNppyrCK977p-c4c7d92045cb11e99992dfba019cb646
872,O k now switch the main language to corinne ,7B4XmNppyrCK977p-c568697045cc11e99992dfba019cb646
873,Washroom lights off ,7B4XmNppyrCK977p-c667466045cd11e99992dfba019cb646
874,Turn the volume down ,7B4XmNppyrCK977p-c79b4bd045c811e98ec07bf21d1cfe30
875,O k now switched the main language to inglis ,7B4XmNppyrCK977p-c899d34045cc11e99992dfba019cb646
876,Turned down the temperature in the kitchen ,7B4XmNppyrCK977p-c89f6e0045cb11e99992dfba019cb646
877,Turn volume up ,7B4XmNppyrCK977p-c8cea97045cd11e99992dfba019cb646
878,Turned the temperature in the bedroom down ,7B4XmNppyrCK977p-c9e7c52045ce11e99992dfba019cb646
879,Make the music softer ,7B4XmNppyrCK977p-ca74f8b045c811e98ec07bf21d1cfe30
880,Turn sound up ,7B4XmNppyrCK977p-cb6a8a0045cd11e99992dfba019cb646
881,Set my foeman's language to chinese ,7B4XmNppyrCK977p-cb84be3045cc11e99992dfba019cb646
882,Turn the kitchen temperature down ,7B4XmNppyrCK977p-cbea2c3045cb11e99992dfba019cb646
883,Turn down the bedroom he ,7B4XmNppyrCK977p-cc77bed045ce11e99992dfba019cb646
884,Turned up the temperature ,7B4XmNppyrCK977p-cd9a2d8045c811e98ec07bf21d1cfe30
885,Turn it up ,7B4XmNppyrCK977p-cdb9d13045cd11e99992dfba019cb646
886,Set my phones language to german ,7B4XmNppyrCK977p-ce7eeb6045cc11e99992dfba019cb646
887,Turn down the heat in the kitchen ,7B4XmNppyrCK977p-cecc3d8045cb11e99992dfba019cb646
888,Turned the bedroom heat down ,7B4XmNppyrCK977p-cf5fc39045ce11e99992dfba019cb646
889,Make it louder ,7B4XmNppyrCK977p-d03669f045cd11e99992dfba019cb646
890,Turn the temperature up ,7B4XmNppyrCK977p-d09c981045c811e98ec07bf21d1cfe30
891,Set my phones language to corinne ,7B4XmNppyrCK977p-d16d7fd045cc11e99992dfba019cb646
892,Bedroom heat down ,7B4XmNppyrCK977p-d1e92d9045ce11e99992dfba019cb646
893,Turn the heat down in the kitchen ,7B4XmNppyrCK977p-d1fc20b045cb11e99992dfba019cb646
894,Louder ,7B4XmNppyrCK977p-d258d4c045cd11e99992dfba019cb646
895,Turn up the heat ,7B4XmNppyrCK977p-d389ccf045c811e98ec07bf21d1cfe30
896,Set my phones language to english ,7B4XmNppyrCK977p-d474302045cc11e99992dfba019cb646
897,Kitchen heat down ,7B4XmNppyrCK977p-d4ad851045cb11e99992dfba019cb646
898,Dick use the temperature in the bedroom ,7B4XmNppyrCK977p-d4ba760045ce11e99992dfba019cb646
899,Volume max ,7B4XmNppyrCK977p-d4d4aa3045cd11e99992dfba019cb646
900,Turned the heat up ,7B4XmNppyrCK977p-d65485b045c811e98ec07bf21d1cfe30
901,Louder please ,7B4XmNppyrCK977p-d748de8045cd11e99992dfba019cb646
902,Decrease the heaving in the bedroom ,7B4XmNppyrCK977p-d76fd20045ce11e99992dfba019cb646
903,Decrease the temperature in the kitchen ,7B4XmNppyrCK977p-d7b3721045cb11e99992dfba019cb646
904,I need to practise my chinese switch the language ,7B4XmNppyrCK977p-d81b8d4045cc11e99992dfba019cb646
905,Turn down the temperature ,7B4XmNppyrCK977p-d94479b045c811e98ec07bf21d1cfe30
906,Increase the volume ,7B4XmNppyrCK977p-d9a8ee9045cd11e99992dfba019cb646
907,Turned down the washroom temperature ,7B4XmNppyrCK977p-da58e83045ce11e99992dfba019cb646
908,Decrease the heating in the kitchen ,7B4XmNppyrCK977p-daa8481045cb11e99992dfba019cb646
909,I need to practise my german switch the language ,7B4XmNppyrCK977p-db736ad045cc11e99992dfba019cb646
910,Turned the temperature down ,7B4XmNppyrCK977p-dc31ae9045c811e98ec07bf21d1cfe30
911,Increase the sound volume ,7B4XmNppyrCK977p-dc52d8e045cd11e99992dfba019cb646
912,Turn the temperature down in the washroom ,7B4XmNppyrCK977p-dd26601045ce11e99992dfba019cb646
913,Turned down the temperature in the bedroom ,7B4XmNppyrCK977p-dd9e569045cb11e99992dfba019cb646
914,I need volume ,7B4XmNppyrCK977p-dec1b60045cd11e99992dfba019cb646
915,Turn down the heat ,7B4XmNppyrCK977p-ded668c045c811e98ec07bf21d1cfe30
916,I need to practise my koreans which the language ,7B4XmNppyrCK977p-df25283045cc11e99992dfba019cb646
917,Turned down the heat in the washroom ,7B4XmNppyrCK977p-dff9cb6045ce11e99992dfba019cb646
918,Turn the temperature in the bedroom down ,7B4XmNppyrCK977p-e08faa2045cb11e99992dfba019cb646
919,Increase the sound ,7B4XmNppyrCK977p-e1f0fcf045cd11e99992dfba019cb646
920,Turn the heat down ,7B4XmNppyrCK977p-e207365045c811e98ec07bf21d1cfe30
921,I need to practise my inglis switch the language ,7B4XmNppyrCK977p-e2acef6045cc11e99992dfba019cb646
922,Turned the heat down in the washroom ,7B4XmNppyrCK977p-e2d6fab045ce11e99992dfba019cb646
923,Turned down the bedroom he ,7B4XmNppyrCK977p-e35dbe4045cb11e99992dfba019cb646
924,Louder phone ,7B4XmNppyrCK977p-e46690d045cd11e99992dfba019cb646
925,Turn off the music ,7B4XmNppyrCK977p-e531743045c811e98ec07bf21d1cfe30
